player_id,game_count,total_profit,avg_roi_%,avg_stake
Amy Ortiz,4,-4,-1.96,51.0
Amy Owens,4,96,47.06,51.0
Amy Parker DDS,3,147,96.08,51.0
Amy Patterson,1,-51,-100.0,51.0
Amy Perez,1,49,96.08,51.0
Amy Perry,6,-106,-34.64,51.0
Amy Pierce,55,195,6.95,51.0
Amy Powers,3,-153,-100.0,51.0
Amy Preston,1,-51,-100.0,51.0
Amy Ramsey,1,-51,-100.0,51.0
Amy Reid,9,-59,-12.85,51.0
Amy Robles,3,47,30.72,51.0
Amy Russell,1,-51,-100.0,51.0
Amy Russo,7,-157,-43.98,51.0
Amy Santiago,9,-159,-34.64,51.0
Amy Scott,1,-51,-100.0,51.0
Amy Smith,6,94,30.72,51.0
Amy Stewart,65,-415,-12.52,51.0
Amy Taylor,2,98,96.08,51.0
Amy Thomas,1,-51,-100.0,51.0
Amy Thompson,13,-263,-39.67,51.0
Amy Torres,1,-51,-100.0,51.0
Amy Tran,8,-108,-26.47,51.0
Amy Villa DDS,1,-51,-100.0,51.0
Amy Wang,1,-51,-100.0,51.0
Amy West,2,-2,-1.96,51.0
Amy Williams,1,-51,-100.0,51.0
Amy Wolf,6,-6,-1.96,51.0
Ana Cortez,1,-51,-100.0,51.0
Ana Henry,2,-102,-100.0,51.0
Ana Nunez MD,3,-53,-34.64,51.0
Ana Stewart,1,-51,-100.0,51.0
Ana Turner,3,-53,-34.64,51.0
Andre Fisher,1,49,96.08,51.0
Andre Hickman,4,-4,-1.96,51.0
Andre Turner,14,-314,-43.98,51.0
Andre Young,9,-159,-34.64,51.0
Andrea Acosta,3,-53,-34.64,51.0
Andrea Baker,1,-51,-100.0,51.0
Andrea Barker,1,-51,-100.0,51.0
Andrea Barrett,10,-110,-21.57,51.0
Andrea Bender,4,-4,-1.96,51.0
Andrea Blair,35,-85,-4.76,51.0
Andrea Bowman,327,2023,12.13,51.0
Andrea Bridges,13,137,20.66,51.0
Andrea Buck,3,-153,-100.0,51.0
Andrea Burke,6,-6,-1.96,51.0
Andrea Butler,11,39,6.95,51.0
Andrea Carroll,11,-61,-10.87,51.0
Andrea Chavez,1,-51,-100.0,51.0
Andrea Coleman,1,49,96.08,51.0
Andrea Costa,6,94,30.72,51.0
Andrea Dixon,1,-51,-100.0,51.0
Andrea Dunlap,12,-212,-34.64,51.0
Andrea Evans,38,462,23.84,51.0
Andrea Flores,15,-65,-8.5,51.0
Andrea Frazier,10,-310,-60.78,51.0
Andrea Frederick,1,-51,-100.0,51.0
Andrea Graham,12,-12,-1.96,51.0
Andrea Hawkins,5,145,56.86,51.0
Andrea Hernandez,7,-257,-71.99,51.0
Andrea Hicks,1,-51,-100.0,51.0
Andrea Hill,1,-51,-100.0,51.0
Andrea Hines,1,-51,-100.0,51.0
Andrea Ho,3,47,30.72,51.0
Andrea Holland,1,-51,-100.0,51.0
Andrea Howell,5,45,17.65,51.0
Andrea Jennings,1,-51,-100.0,51.0
Andrea Johnson,2,-102,-100.0,51.0
Andrea Jordan,2,-102,-100.0,51.0
Andrea Lambert,1,-51,-100.0,51.0
Andrea Lang,3,47,30.72,51.0
Andrea Martinez,32,68,4.17,51.0
Andrea Mcfarland,3,-53,-34.64,51.0
Andrea Miller,1,-51,-100.0,51.0
Andrea Mitchell,15,-465,-60.78,51.0
Andrea Moreno,1,-51,-100.0,51.0
Andrea Munoz,1,-51,-100.0,51.0
Andrea Nelson,1,49,96.08,51.0
Andrea Nguyen,2,-102,-100.0,51.0
Andrea Perry,5,-55,-21.57,51.0
Andrea Ramirez,24,-24,-1.96,51.0
Andrea Riddle,1,49,96.08,51.0
Andrea Rivas,2,98,96.08,51.0
Andrea Rodriguez,12,188,30.72,51.0
Andrea Shepherd,2,-2,-1.96,51.0
Andrea Smith,51,-201,-7.73,51.0
Andrea Stewart,3,47,30.72,51.0
Andrea Sullivan,1,-51,-100.0,51.0
Andrea Thomas,1,-51,-100.0,51.0
Andrea Townsend,12,88,14.38,51.0
Andrea Trevino,59,-109,-3.62,51.0
Andrea Vasquez,4,-204,-100.0,51.0
Andrea Weber,27,523,37.98,51.0
Andrea Williams,77,-427,-10.87,51.0
Andrea Wilson,34,166,9.57,51.0
Andrea Wise,8,-208,-50.98,51.0
Andres Duarte,1,-51,-100.0,51.0
Andrew Acevedo,1,-51,-100.0,51.0
Andrew Adams,7,143,40.06,51.0
Andrew Allen,1,49,96.08,51.0
Andrew Bailey,1,-51,-100.0,51.0
Andrew Baird,41,9,0.43,51.0
Andrew Baker,2,-102,-100.0,51.0
Andrew Baldwin,1,-51,-100.0,51.0
Andrew Becker,2,-2,-1.96,51.0
Andrew Bishop,1,-51,-100.0,51.0
Andrew Bryant,3,-53,-34.64,51.0
Andrew Burke,2,-102,-100.0,51.0
Andrew Carlson,11,-61,-10.87,51.0
Andrew Carrillo,27,-477,-34.64,51.0
Andrew Castillo,2,-2,-1.96,51.0
Andrew Davis,1,-51,-100.0,51.0
Andrew Evans,16,-116,-14.22,51.0
Andrew Frank,2,-2,-1.96,51.0
Andrew Fuller,7,-57,-15.97,51.0
Andrew Garcia,3,-153,-100.0,51.0
Andrew Gardner,3,-53,-34.64,51.0
Andrew Garner,1,-51,-100.0,51.0
Andrew Garrett,6,194,63.4,51.0
Andrew Grant,1,49,96.08,51.0
Andrew Greene,1,-51,-100.0,51.0
Andrew Gross,65,-915,-27.6,51.0
Andrew Haney,1,-51,-100.0,51.0
Andrew Hansen,1,-51,-100.0,51.0
Andrew Harper,10,-10,-1.96,51.0
Andrew Harrington,4,-4,-1.96,51.0
Andrew Hart,6,-106,-34.64,51.0
Andrew Haynes,9,-59,-12.85,51.0
Andrew Hill,3,-53,-34.64,51.0
Andrew Hogan,1,49,96.08,51.0
Andrew Holland,7,43,12.04,51.0
Andrew Holloway,1,-51,-100.0,51.0
Andrew House,1,-51,-100.0,51.0
Andrew Huff,11,-161,-28.7,51.0
Andrew Hughes,13,-63,-9.5,51.0
Andrew Humphrey,5,145,56.86,51.0
Andrew James,1,-51,-100.0,51.0
Andrew Johnson,2,98,96.08,51.0
Andrew Johnston,1,-51,-100.0,51.0
Andrew Jones,2,-2,-1.96,51.0
Andrew Joseph,1,-51,-100.0,51.0
Andrew Kerr,33,-383,-22.76,51.0
Andrew Knox,40,-340,-16.67,51.0
Andrew Lambert,1,-51,-100.0,51.0
Andrew Leonard,2,98,96.08,51.0
Andrew Lopez,35,115,6.44,51.0
Andrew Mann,5,-255,-100.0,51.0
Andrew Maxwell,23,127,10.83,51.0
Andrew Mccarty,5,-55,-21.57,51.0
Andrew Moore,5,-55,-21.57,51.0
Andrew Morgan,12,-112,-18.3,51.0
Andrew Mosley,1,-51,-100.0,51.0
Andrew Murray,1,-51,-100.0,51.0
Andrew Nolan,1,-51,-100.0,51.0
Andrew Norman,1,-51,-100.0,51.0
Andrew Norton Jr.,4,-104,-50.98,51.0
Andrew Parks,5,-55,-21.57,51.0
Andrew Parrish,1,-51,-100.0,51.0
Andrew Patterson,3,47,30.72,51.0
Andrew Perry,6,94,30.72,51.0
Andrew Petersen,2,-2,-1.96,51.0
Andrew Petty,1,-51,-100.0,51.0
Andrew Ramirez,10,-10,-1.96,51.0
Andrew Randall,3,-53,-34.64,51.0
Andrew Reed,1,-51,-100.0,51.0
Andrew Rich,2,-102,-100.0,51.0
Andrew Roberts,1,-51,-100.0,51.0
Andrew Robertson,3,-53,-34.64,51.0
Andrew Rodriguez,6,194,63.4,51.0
Andrew Rogers,1,-51,-100.0,51.0
Andrew Rose,50,-950,-37.25,51.0
Andrew Ross,1,49,96.08,51.0
Andrew Salazar,20,-420,-41.18,51.0
Andrew Sheppard,2,-2,-1.96,51.0
Andrew Small,1,49,96.08,51.0
Andrew Smith,2,-2,-1.96,51.0
Andrew Soto,30,-30,-1.96,51.0
Andrew Stephens,32,168,10.29,51.0
Andrew Strickland,2,-2,-1.96,51.0
Andrew Thompson,21,-271,-25.3,51.0
Andrew Turner,1,-51,-100.0,51.0
Andrew Vega,9,-159,-34.64,51.0
Andrew Walker,2,-2,-1.96,51.0
Andrew Weaver,1,49,96.08,51.0
Andrew Williams,30,-30,-1.96,51.0
Andrew Wilson,1,49,96.08,51.0
Angel Allen,21,-71,-6.63,51.0
Angel Ellison,1,-51,-100.0,51.0
Angel Flynn,1,49,96.08,51.0
Angel Harrison,1,49,96.08,51.0
Angel Henry,61,189,6.08,51.0
Angel Johnson,2,98,96.08,51.0
Angel Kelly,1,49,96.08,51.0
Angel Mann,1,49,96.08,51.0
Angel Martin,1,49,96.08,51.0
Angel May,1,49,96.08,51.0
Angel Monroe,1,49,96.08,51.0
Angel Morris,1,-51,-100.0,51.0
Angel Payne,1,-51,-100.0,51.0
Angel Perkins,10,-210,-41.18,51.0
Angel Petersen,1,49,96.08,51.0
Angel Pope,2553,8097,6.22,51.0
Angel Rocha,151,-801,-10.4,51.0
Angel Shields,91,-641,-13.81,51.0
Angel Solomon,12,88,14.38,51.0
Angel Stevens,6,-306,-100.0,51.0
Angel Walker,4,-4,-1.96,51.0
Angel Wilkins,1,-51,-100.0,51.0
Angel Zuniga MD,22,-222,-19.79,51.0
Angela Barry,3,-53,-34.64,51.0
Angela Bennett,62,-362,-11.45,51.0
Angela Bruce,4,-104,-50.98,51.0
Angela Bryant,20,-420,-41.18,51.0
Angela Burgess,17,233,26.87,51.0
Angela Callahan,1,-51,-100.0,51.0
Angela Carter,2,-102,-100.0,51.0
Angela Charles,2,-2,-1.96,51.0
Angela Clark,3,-53,-34.64,51.0
Angela Clay,11,-61,-10.87,51.0
Angela Coleman,11,-161,-28.7,51.0
Angela Conley,1,-51,-100.0,51.0
Angela Cox,4,-4,-1.96,51.0
Angela Cruz,7,-257,-71.99,51.0
Angela Daniels,1,49,96.08,51.0
Angela David,5,45,17.65,51.0
Angela Davidson,4,96,47.06,51.0
Angela Davis,4,-4,-1.96,51.0
Angela Dickerson,2,98,96.08,51.0
Angela Duran,10,90,17.65,51.0
Angela Edwards,1,-51,-100.0,51.0
Angela Finley,2,-102,-100.0,51.0
Angela Fisher,1,-51,-100.0,51.0
Angela Fletcher,7,-257,-71.99,51.0
Angela Flores,2,-102,-100.0,51.0
Angela Ford,5,-55,-21.57,51.0
Angela Frazier,2,-102,-100.0,51.0
Angela Gibson,1,49,96.08,51.0
Angela Gomez,6,-6,-1.96,51.0
Angela Gray,1,-51,-100.0,51.0
Angela Guzman,20,-20,-1.96,51.0
Angela Hale,10,190,37.25,51.0
Angela Haley,8,-8,-1.96,51.0
Angela Hendrix,1,-51,-100.0,51.0
Angela Hernandez,11,-61,-10.87,51.0
Angela Herrera,27,23,1.67,51.0
Angela Hudson,1,-51,-100.0,51.0
Angela Jackson,1,49,96.08,51.0
Angela Jacobson,11,-161,-28.7,51.0
Angela James,1,-51,-100.0,51.0
Angela Johnson,2,-102,-100.0,51.0
Angela Joseph,3,-53,-34.64,51.0
Angela Kerr,1,-51,-100.0,51.0
Angela Knight,178,-1878,-20.69,51.0
Angela Martin,1,-51,-100.0,51.0
Angela Mccarthy,2,-102,-100.0,51.0
Angela Mccormick,57,693,23.84,51.0
Angela Mccullough,33,-483,-28.7,51.0
Angela Mcgee,1,49,96.08,51.0
Angela Mckenzie,3,-53,-34.64,51.0
Angela Middleton,7,-157,-43.98,51.0
Angela Mitchell,8,-208,-50.98,51.0
Angela Montgomery,32,68,4.17,51.0
Angela Moore,1,-51,-100.0,51.0
Angela Morales,2,-2,-1.96,51.0
Angela Morgan,6,-6,-1.96,51.0
Angela Moyer,4,-104,-50.98,51.0
Angela Murphy,16,184,22.55,51.0
Angela Myers,1,49,96.08,51.0
Angela Ochoa,9,-259,-56.43,51.0
Angela Owens,2,-102,-100.0,51.0
Angela Page,92,-92,-1.96,51.0
Angela Pittman,1,49,96.08,51.0
Angela Price,3,47,30.72,51.0
Angela Ramirez,12,-312,-50.98,51.0
Angela Reid,10,-210,-41.18,51.0
Angela Riley,3,47,30.72,51.0
Angela Rivera,2,-2,-1.96,51.0
Angela Rodgers,1,49,96.08,51.0
Angela Rogers,1,-51,-100.0,51.0
Angela Rose,1,-51,-100.0,51.0
Angela Santos,2,-2,-1.96,51.0
Angela Shepard,5,45,17.65,51.0
Angela Smith,1,49,96.08,51.0
Angela Steele,1,-51,-100.0,51.0
Angela Stone,1,-51,-100.0,51.0
Angela Sullivan,5,45,17.65,51.0
Angela Thomas,1,-51,-100.0,51.0
Angela Thompson,60,40,1.31,51.0
Angela Torres,1,49,96.08,51.0
Angela Vasquez,6,-106,-34.64,51.0
Angela Vazquez,88,-888,-19.79,51.0
Angela Waller,12,-112,-18.3,51.0
Angela Washington,4,-4,-1.96,51.0
Angela Welch,2752,11848,8.44,51.0
Angela West,3,47,30.72,51.0
Angela White,2,-102,-100.0,51.0
Angela Williams,2,-2,-1.96,51.0
Angela Woods,5,145,56.86,51.0
Angela Wright,29,-479,-32.39,51.0
Angelica Allen,10,-310,-60.78,51.0
Angelica Foster,2,-102,-100.0,51.0
Angelica Harris,10,-410,-80.39,51.0
Angelica Kelley,6,-6,-1.96,51.0
Angelica Lawrence,13,-163,-24.59,51.0
Angelica Leonard,3,-53,-34.64,51.0
Angelica Lynn,4,-104,-50.98,51.0
Angelica Marshall,1,-51,-100.0,51.0
Angelica Miller,20,-320,-31.37,51.0
Angelica Mora,1,-51,-100.0,51.0
Angelica Sloan,1,49,96.08,51.0
Angie Martin,590,810,2.69,51.0
Angie Taylor,3,-53,-34.64,51.0
Angie Warren,10,-210,-41.18,51.0
Angie Wilson,1,49,96.08,51.0
Angie Yoder,8,-8,-1.96,51.0
Anita Allen,1,-51,-100.0,51.0
Anita Booth,6,-106,-34.64,51.0
Anita Butler,4,-104,-50.98,51.0
Anita Fleming,3,47,30.72,51.0
Anita Garcia,96,-196,-4.0,51.0
Anita Hill,6,-6,-1.96,51.0
Anita Johnson,16,-316,-38.73,51.0
Anita Newton,9,-159,-34.64,51.0
Anita Peterson,16,-116,-14.22,51.0
Anita Velez,4,-104,-50.98,51.0
Anita Watson,1,49,96.08,51.0
Anita Whitehead,1,49,96.08,51.0
Ann Alexander,34,-234,-13.49,51.0
Ann Baird,2,-2,-1.96,51.0
Ann Boyle,18,-18,-1.96,51.0
Ann Collins,1,-51,-100.0,51.0
Ann Dougherty,5,-155,-60.78,51.0
Ann Graham,2,-102,-100.0,51.0
Ann Lawrence,52,-452,-17.04,51.0
Ann Maddox,19,-69,-7.12,51.0
Ann Moran,949,-99,-0.2,51.0
Ann Ochoa,7,-57,-15.97,51.0
Ann Owens,3,47,30.72,51.0
Ann Roach,39,211,10.61,51.0
Ann Stewart,2,-2,-1.96,51.0
Ann Webster,1,49,96.08,51.0
Ann Williams,1,49,96.08,51.0
Anna Avila,2,-2,-1.96,51.0
Anna Bailey,1,-51,-100.0,51.0
Anna Baker,2,-2,-1.96,51.0
Anna Becker,78,-1378,-34.64,51.0
Anna Boyd,6,-106,-34.64,51.0
Anna Braun,1,49,96.08,51.0
Anna Bullock,142,-242,-3.34,51.0
Anna Case,5,-155,-60.78,51.0
Anna Castillo,1,49,96.08,51.0
Anna Cross,8,-8,-1.96,51.0
Anna Flores,1,-51,-100.0,51.0
Anna Hernandez,1,-51,-100.0,51.0
Anna Lee,1,49,96.08,51.0
Anna Long,12,-112,-18.3,51.0
Anna Mendoza,38,-138,-7.12,51.0
Anna Mills,7,-357,-100.0,51.0
Anna Morrison,1,49,96.08,51.0
Anna Myers,1,-51,-100.0,51.0
Anna Ortiz DVM,2,-102,-100.0,51.0
Anna Pace,4,96,47.06,51.0
Anna Page,1,-51,-100.0,51.0
Anna Perry,19,-469,-48.4,51.0
Anna Porter,9,41,8.93,51.0
Anna Price,3,-53,-34.64,51.0
Anna Reid,2,-2,-1.96,51.0
Anna Rodriguez,3,-53,-34.64,51.0
Anna Ryan,3,-53,-34.64,51.0
Anna Singh,5,145,56.86,51.0
Anna Stone,8,-108,-26.47,51.0
Anna Thompson,2,-102,-100.0,51.0
Anna Trevino,4,-204,-100.0,51.0
Anna White,1,-51,-100.0,51.0
Anna Williams,5,-155,-60.78,51.0
Anna Wilson,1,49,96.08,51.0
Anna Zhang,1,49,96.08,51.0
Anne Bailey,12,188,30.72,51.0
Anne Carson,1,49,96.08,51.0
Anne Clark,98,-298,-5.96,51.0
Anne Davis,10,-10,-1.96,51.0
Anne Durham,1,-51,-100.0,51.0
Anne Evans,5,-155,-60.78,51.0
Anne Holt,24,-224,-18.3,51.0
Anne Hughes,1,49,96.08,51.0
Anne Martinez,4,-4,-1.96,51.0
Anne Massey,4,96,47.06,51.0
Anne Matthews,70,-370,-10.36,51.0
Anne Mendoza,2,-2,-1.96,51.0
Anne Mercer,2,-102,-100.0,51.0
Anne Pacheco,13,37,5.58,51.0
Anne Peterson,1,-51,-100.0,51.0
Anne Price,1,49,96.08,51.0
Anne Ray,2,-2,-1.96,51.0
Anne Richardson,2,-102,-100.0,51.0
Anne Rodriguez,5,-255,-100.0,51.0
Anne Smith,1,-51,-100.0,51.0
Anne Walters,1,49,96.08,51.0
Annette Allen,1,-51,-100.0,51.0
Annette Becker,7,-57,-15.97,51.0
Annette Buck,1,-51,-100.0,51.0
Annette Burnett MD,1,-51,-100.0,51.0
Annette Cisneros,2,-102,-100.0,51.0
Annette Flynn,24,-624,-50.98,51.0
Annette Galloway,59,-509,-16.92,51.0
Annette Grant,11,-61,-10.87,51.0
Annette Hoffman,5,-55,-21.57,51.0
Annette Johnson,5,-55,-21.57,51.0
Annette Jones,20,-320,-31.37,51.0
Annette Owens,3,-53,-34.64,51.0
Annette Turner,1,-51,-100.0,51.0
Annette Winters,2,-2,-1.96,51.0
Annette Young,1,49,96.08,51.0
Anthony Adams,1,49,96.08,51.0
Anthony Adkins,2,-2,-1.96,51.0
Anthony Anderson,3,-53,-34.64,51.0
Anthony Anderson MD,42,258,12.04,51.0
Anthony Anthony,2,-102,-100.0,51.0
Anthony Ashley,1,49,96.08,51.0
Anthony Bailey,1,-51,-100.0,51.0
Anthony Baker,1,49,96.08,51.0
Anthony Barnett,10,90,17.65,51.0
Anthony Bates,8,92,22.55,51.0
Anthony Berger,2,-102,-100.0,51.0
Anthony Brennan,17,-67,-7.73,51.0
Anthony Bridges,4,-4,-1.96,51.0
Anthony Brooks,1,-51,-100.0,51.0
Anthony Brown,9,241,52.51,51.0
Anthony Burke,2,-102,-100.0,51.0
Anthony Cardenas,2,-102,-100.0,51.0
Anthony Castillo,3,47,30.72,51.0
Anthony Chambers,166,234,2.76,51.0
Anthony Clark,2,-2,-1.96,51.0
Anthony Conley,3,47,30.72,51.0
Anthony Cunningham,25,-375,-29.41,51.0
Anthony Davis,2,-2,-1.96,51.0
Anthony Day,3,-53,-34.64,51.0
Anthony Diaz,7,-57,-15.97,51.0
Anthony Duke,7,143,40.06,51.0
Anthony Estrada,1,-51,-100.0,51.0
Anthony Garcia,2,-2,-1.96,51.0
Anthony Gardner MD,25,125,9.8,51.0
Anthony Garza,1,49,96.08,51.0
Anthony Gilbert,1,49,96.08,51.0
Anthony Gomez,7,-157,-43.98,51.0
Anthony Hardin,1,-51,-100.0,51.0
Anthony Harmon,6,-106,-34.64,51.0
Anthony Harper,1,49,96.08,51.0
Anthony Harrison,2,98,96.08,51.0
Anthony Henry,1,-51,-100.0,51.0
Anthony Hicks,3,47,30.72,51.0
Anthony Hill,12,88,14.38,51.0
Anthony Holland,5,-55,-21.57,51.0
Anthony Holmes,16,-16,-1.96,51.0
Anthony Hooper,2,-2,-1.96,51.0
Anthony Howard,1,-51,-100.0,51.0
Anthony Hughes,4,-4,-1.96,51.0
Anthony Jackson,4,96,47.06,51.0
Anthony Johnson,7,-57,-15.97,51.0
Anthony King,1,49,96.08,51.0
Anthony Knox,1,-51,-100.0,51.0
Anthony Larsen DDS,21,329,30.72,51.0
Anthony Lloyd,1,49,96.08,51.0
Anthony Long,1,49,96.08,51.0
Anthony Lopez,2,98,96.08,51.0
Anthony Manning,6,94,30.72,51.0
Anthony May,12,-312,-50.98,51.0
Anthony Mccullough,2,98,96.08,51.0
Anthony Mejia,27,-77,-5.59,51.0
Anthony Merritt,1,49,96.08,51.0
Anthony Moore,1,49,96.08,51.0
Anthony Morales,2,-102,-100.0,51.0
Anthony Morris,1,-51,-100.0,51.0
Anthony Olson,4,-4,-1.96,51.0
Anthony Ortiz,6,-6,-1.96,51.0
Anthony Perez,2,-102,-100.0,51.0
Anthony Perkins,20,-520,-50.98,51.0
Anthony Perry,1,49,96.08,51.0
Anthony Phillips,1,-51,-100.0,51.0
Anthony Potter,1,-51,-100.0,51.0
Anthony Powell,14,-114,-15.97,51.0
Anthony Pratt,4,-104,-50.98,51.0
Anthony Ramirez,3,-53,-34.64,51.0
Anthony Ray,1,-51,-100.0,51.0
Anthony Rich,1,-51,-100.0,51.0
Anthony Richards,17,-167,-19.26,51.0
Anthony Rivers,1,-51,-100.0,51.0
Anthony Roberts,21,229,21.38,51.0
Anthony Robinson,6,-6,-1.96,51.0
Anthony Rodgers DVM,30,-130,-8.5,51.0
Anthony Rodriguez,8,192,47.06,51.0
Anthony Rogers,5,245,96.08,51.0
Anthony Sanchez,1,-51,-100.0,51.0
Anthony Sanders,6,-206,-67.32,51.0
Anthony Scott,1,49,96.08,51.0
Anthony Smith,2,-2,-1.96,51.0
Anthony Solis,9,-159,-34.64,51.0
Anthony Steele,10,90,17.65,51.0
Anthony Stein,40,-140,-6.86,51.0
Anthony Taylor,1,-51,-100.0,51.0
Anthony Thomas,1,-51,-100.0,51.0
Anthony Torres,29,121,8.18,51.0
Anthony Tucker,2,-2,-1.96,51.0
Anthony Vega,4,-4,-1.96,51.0
Anthony Warren,1,-51,-100.0,51.0
Anthony Webb,1,-51,-100.0,51.0
Anthony West,31,-781,-49.4,51.0
Anthony White,1,-51,-100.0,51.0
Anthony Wilson,1,-51,-100.0,51.0
Anthony Wright,7,-57,-15.97,51.0
Antonio Allen,2,-2,-1.96,51.0
Antonio Anderson,1,-51,-100.0,51.0
Antonio Clark,6,-206,-67.32,51.0
Antonio Cross,5,245,96.08,51.0
Antonio Davis,3,147,96.08,51.0
Antonio Dickerson,7,-157,-43.98,51.0
Antonio Duran,1,49,96.08,51.0
Antonio Fowler,12,-212,-34.64,51.0
Antonio Garner,12,-212,-34.64,51.0
Antonio Gates,1,-51,-100.0,51.0
Antonio Hill,6,-6,-1.96,51.0
Antonio Klein,6,-106,-34.64,51.0
Antonio Lewis,12,288,47.06,51.0
Antonio Manning,1,-51,-100.0,51.0
Antonio Oliver,1,49,96.08,51.0
Antonio Robinson,325,-4075,-24.59,51.0
Antonio Shah,1,-51,-100.0,51.0
Antonio Ward,11,-161,-28.7,51.0
Antonio West,1,-51,-100.0,51.0
Antonio Wilson,9,-159,-34.64,51.0
Antonio Young,13,37,5.58,51.0
April Alexander,2,-102,-100.0,51.0
April Austin,8,192,47.06,51.0
April Baker,1,49,96.08,51.0
April Caldwell,1,49,96.08,51.0
April Castillo,1,-51,-100.0,51.0
April Edwards,6,94,30.72,51.0
April Ferguson,1,-51,-100.0,51.0
April Foster,2,-2,-1.96,51.0
April Franklin,8,-108,-26.47,51.0
April Fuller,2,98,96.08,51.0
April Graves,1,-51,-100.0,51.0
April Harris,9,-159,-34.64,51.0
April Hines,1,49,96.08,51.0
April Huerta,1,49,96.08,51.0
April James,80,-380,-9.31,51.0
April Jimenez,67,283,8.28,51.0
April Lewis,1,-51,-100.0,51.0
April Matthews,1,49,96.08,51.0
April Mccann,4,96,47.06,51.0
April Montgomery,104,-904,-17.04,51.0
April Palmer,7,43,12.04,51.0
April Payne,1,49,96.08,51.0
April Perez,1,49,96.08,51.0
April Rivera,1,-51,-100.0,51.0
April Sanchez,9,-59,-12.85,51.0
April Scott,2,98,96.08,51.0
April Stanton,1,-51,-100.0,51.0
April Townsend,1,-51,-100.0,51.0
April Tran,2,-2,-1.96,51.0
April White,1,-51,-100.0,51.0
Ariana Jenkins,3,147,96.08,51.0
Ariana Patel,1,49,96.08,51.0
Ariana Russell,2,98,96.08,51.0
Ariana Stone,1,49,96.08,51.0
Ariel Brown,2,-102,-100.0,51.0
Ariel Edwards,2,98,96.08,51.0
Ariel Fuller,1,-51,-100.0,51.0
Ariel Harrison,3,-53,-34.64,51.0
Ariel Maxwell,17,133,15.34,51.0
Ariel Nielsen,3,147,96.08,51.0
Arthur Clark,9,-59,-12.85,51.0
Arthur Diaz,4,-104,-50.98,51.0
Arthur Powell Jr.,2,98,96.08,51.0
Arthur Sanders,1,-51,-100.0,51.0
Arthur Shaw,1,49,96.08,51.0
Arthur Williams,7,-157,-43.98,51.0
Ashlee Adams,1,-51,-100.0,51.0
Ashlee Decker,7,-57,-15.97,51.0
Ashlee Duncan,1,-51,-100.0,51.0
Ashlee Keith,2,-2,-1.96,51.0
Ashlee Porter,81,-631,-15.27,51.0
Ashlee Rodriguez,4,-4,-1.96,51.0
Ashlee Shields,7,-157,-43.98,51.0
Ashlee Terry,1,-51,-100.0,51.0
Ashlee Wilkerson,1,-51,-100.0,51.0
Ashlee Wilson,3,-53,-34.64,51.0
Ashley Aguilar,3,-53,-34.64,51.0
Ashley Alexander,12,-212,-34.64,51.0
Ashley Alvarez,3,-53,-34.64,51.0
Ashley Andrews,5,145,56.86,51.0
Ashley Baker,1,49,96.08,51.0
Ashley Barnett,99,151,2.99,51.0
Ashley Bates,6,-106,-34.64,51.0
Ashley Bautista,9,-159,-34.64,51.0
Ashley Beck,20,-220,-21.57,51.0
Ashley Becker,3,47,30.72,51.0
Ashley Bowman,13,-263,-39.67,51.0
Ashley Boyd,2,-102,-100.0,51.0
Ashley Bradley,3,-153,-100.0,51.0
Ashley Brown,235,-1485,-12.39,51.0
Ashley Burnett,168,-1468,-17.13,51.0
Ashley Burns,1,49,96.08,51.0
Ashley Carpenter,3,47,30.72,51.0
Ashley Carroll,3,47,30.72,51.0
Ashley Castro,1,-51,-100.0,51.0
Ashley Charles,1,-51,-100.0,51.0
Ashley Coffey,2,-2,-1.96,51.0
Ashley Cole,1,-51,-100.0,51.0
Ashley Conley,9,-59,-12.85,51.0
Ashley Crawford,9,-59,-12.85,51.0
Ashley Crosby,2,-102,-100.0,51.0
Ashley Cummings,1,-51,-100.0,51.0
Ashley Daugherty,9,-159,-34.64,51.0
Ashley Davis,2,-2,-1.96,51.0
Ashley Dawson,2,-2,-1.96,51.0
Ashley Fernandez,3,47,30.72,51.0
Ashley Flynn,6,-206,-67.32,51.0
Ashley Frank,4,-104,-50.98,51.0
Ashley Franklin MD,39,-189,-9.5,51.0
Ashley Freeman,7,-157,-43.98,51.0
Ashley Garza,30,570,37.25,51.0
Ashley Giles,1,-51,-100.0,51.0
Ashley Gonzales,4,-204,-100.0,51.0
Ashley Grant PhD,7,43,12.04,51.0
Ashley Gray,1,-51,-100.0,51.0
Ashley Green,7,-157,-43.98,51.0
Ashley Guzman,1,-51,-100.0,51.0
Ashley Haas,8,-108,-26.47,51.0
Ashley Hall,1,-51,-100.0,51.0
Ashley Harrell,1,-51,-100.0,51.0
Ashley Hayden,2,98,96.08,51.0
Ashley Haynes,1,49,96.08,51.0
Ashley Hernandez,391,1959,9.82,51.0
Ashley Hill,4,-204,-100.0,51.0
Ashley Hoover,1,-51,-100.0,51.0
Ashley Hopkins,138,-838,-11.91,51.0
Ashley Hughes,1,-51,-100.0,51.0
Ashley Jackson,10,90,17.65,51.0
Ashley Jensen,15,235,30.72,51.0
Ashley Johnson,2,-2,-1.96,51.0
Ashley Johnston,1,49,96.08,51.0
Ashley Jones,25,-275,-21.57,51.0
Ashley Keith,4,-4,-1.96,51.0
Ashley Kelly,8,-108,-26.47,51.0
Ashley King,1,-51,-100.0,51.0
Ashley Lam,2,-2,-1.96,51.0
